날짜,연도,월,일,요일,주말여부,공휴일,방학,날씨,최저기온,최고기온,운영시간_시간,실입장객
2025-12-18,2025,12,18,3,0,0,0,맑음,-2,9,9.0,827
2025-12-19,2025,12,19,4,0,0,0,흐림,-1,10,9.0,1683
2025-12-20,2025,12,20,5,1,0,0,비,1,11,11.0,2907
2025-12-21,2025,12,21,6,1,0,0,흐림,-3,3,10.0,2763
2025-12-22,2025,12,22,0,0,0,0,흐림,-6,5,9.0,950
2025-12-23,2025,12,23,1,0,0,0,비,0,4,9.0,272
2025-12-24,2025,12,24,2,0,0,0,흐림,-1,6,10.0,2020
2025-12-25,2025,12,25,3,0,1,0,맑음,-9,0,11.0,7750
2025-12-26,2025,12,26,4,0,0,0,맑음,-12,-4,9.0,427
2025-12-27,2025,12,27,5,1,0,0,흐림,-8,1,11.0,5604
2025-12-28,2025,12,28,6,1,0,0,비,0,6,10.0,4861
2025-12-29,2025,12,29,0,0,0,0,흐림,0,9,9.0,2337
2025-12-30,2025,12,30,1,0,0,0,맑음,-4,4,9.0,2274
2025-12-31,2025,12,31,2,0,0,0,맑음,-9,-1,10.0,1881
